id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowIds,status,notes
6203->220,1834,220,France,GPH-AUTONOMOUS-CITED,6203,Tripolitania (Regency of Tripoli),GPH-AUTONOMOUS-CITED,6262.841789157579,6203,,,,,,ok,
6203->Kingdom of Sardinia & Tuscany,1834,Kingdom of Sardinia & Tuscany,Kingdom of Sardinia & Tuscany,RIC,6203,Tripolitania (Regency of Tripoli),GPH-AUTONOMOUS-CITED,2074.442863916548,6203,,,,,,ignore_resolved,
6203<-220,1834,6203,Tripolitania (Regency of Tripoli),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,6306.306306306306,6203,,,,,,ok,
6203<-Kingdom of Sardinia & Tuscany,1834,6203,Tripolitania (Regency of Tripoli),GPH-AUTONOMOUS-CITED,Kingdom of Sardinia & Tuscany,Kingdom of Sardinia & Tuscany,RIC,2082.345503398135,6203,,,,,,ignore_resolved,
40->2,1834,2,United States of America,GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,755635.4314841157,40,,,,,,ok,
40->Hanse Towns,1834,Hanse Towns,Hanse Towns,RIC,40,Cuba,GPH-AUTONOMOUS-CITED,342232.0412517781,40,,342232.0412517781,,246|248|276,,split_failed_no_ratio,
40->200,1834,200,United Kingdom,GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,411013.7703492966,40,,,,,,ok,
40->220,1834,220,France,GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,13322.210368262999,40,,,,,,ok,
40->210,1834,210,Netherlands,GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,110151.05895369052,40,,,,,,ok,
40->235,1834,235,Portugal,GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,733.9971550497866,40,,,,,,ok,
40->325,1834,325,Italy,GPH,40,Cuba,GPH-AUTONOMOUS-CITED,19307.82756440651,40,,19307.82756440651,,324|329|335|337,,split_failed_no_ratio,
40->390,1834,390,Denmark,GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,68.00221273905484,40,,,,,,ok,
40->380,1834,380,Sweden,GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,6148.7474316421685,40,,,,,,ok,
40->Spanish America,1834,Spanish America,Spanish America,RIC,40,Cuba,GPH-AUTONOMOUS-CITED,3121.977240398293,40,,,,,,ignore_resolved,
40->365,1834,365,Russia (USSR),GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,207408.17132922393,40,,,,,,ok,
40->41,1834,41,Haiti,GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,81.47621305516041,40,,,,,,ok,
40->230,1834,230,Spain,GPH-AUTONOMOUS-CITED,40,Cuba,GPH-AUTONOMOUS-CITED,409060.85032400815,40,,,,,,ok,
40<-2,1834,40,Cuba,GPH-AUTONOMOUS-CITED,2,United States of America,GPH-AUTONOMOUS-CITED,729038.5648806702,40,,,,,,ok,
40<-Hanse Towns,1834,40,Cuba,GPH-AUTONOMOUS-CITED,Hanse Towns,Hanse Towns,RIC,111168.54354354352,40,,111168.54354354352,,246|248|276,,split_failed_no_ratio,
40<-200,1834,40,Cuba,GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,331302.07839418366,40,,,,,,ok,
40<-220,1834,40,Cuba,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,179076.6951161688,40,,,,,,ok,
40<-210,1834,40,Cuba,GPH-AUTONOMOUS-CITED,210,Netherlands,GPH-AUTONOMOUS-CITED,57822.17085506559,40,,,,,,ok,
40<-235,1834,40,Cuba,GPH-AUTONOMOUS-CITED,235,Portugal,GPH-AUTONOMOUS-CITED,16442.113165797375,40,,,,,,ok,
40<-325,1834,40,Cuba,GPH-AUTONOMOUS-CITED,325,Italy,GPH,13420.183341235974,40,,13420.183341235974,,324|329|335|337,,split_failed_no_ratio,
40<-390,1834,40,Cuba,GPH-AUTONOMOUS-CITED,390,Denmark,GPH-AUTONOMOUS-CITED,2994.1718033823295,40,,,,,,ok,
40<-380,1834,40,Cuba,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,802.1969337758811,40,,,,,,ok,
40<-Spanish America,1834,40,Cuba,GPH-AUTONOMOUS-CITED,Spanish America,Spanish America,RIC,345138.61229650705,40,,,,,,ignore_resolved,
40<-41,1834,40,Cuba,GPH-AUTONOMOUS-CITED,41,Haiti,GPH-AUTONOMOUS-CITED,53.44159949423107,40,,,,,,ok,
40<-230,1834,40,Cuba,GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,674173.719772404,40,,,,,,ok,
58<-200,1834,58,Antigua and Barbuda (Antigua),GPH,200,United Kingdom,GPH-AUTONOMOUS-CITED,7690,58,,,,,,ignore_resolved,
58<-British West Indies,1834,58,Antigua and Barbuda (Antigua),GPH,British West Indies,British West Indies,RIC,9383,58,,9383,,30|31|51|54|1048|1055|1063,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
58<-British Northern America,1834,58,Antigua and Barbuda (Antigua),GPH,British Northern America,British Northern America,RIC,26560,58,,26560,,21|1022|1023|1024|1025|1026,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
58<-British Colonies (other),1834,58,Antigua and Barbuda (Antigua),GPH,British Colonies (other),British Colonies (other),RIC,2190,58,,2190,,110|231|338|451|561|590|750|780|901|902|906|1163|2249|4044|4050|4383|7501|9004,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
58<-2,1834,58,Antigua and Barbuda (Antigua),GPH,2,United States of America,GPH-AUTONOMOUS-CITED,15535,58,,,,,,ignore_resolved,
58->200,1834,200,United Kingdom,GPH-AUTONOMOUS-CITED,58,Antigua and Barbuda (Antigua),GPH,320182,58,,,,,,ignore_resolved,
58->British West Indies,1834,British West Indies,British West Indies,RIC,58,Antigua and Barbuda (Antigua),GPH,29339,58,,29339,,30|31|51|54|1048|1055|1063,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
58->British Northern America,1834,British Northern America,British Northern America,RIC,58,Antigua and Barbuda (Antigua),GPH,27743,58,,27743,,21|1022|1023|1024|1025|1026,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
58->2,1834,2,United States of America,GPH-AUTONOMOUS-CITED,58,Antigua and Barbuda (Antigua),GPH,922,58,,,,,,ignore_resolved,
Livorno->Ionian Is. & Malta & United Kingdom,1834,Ionian Is. & Malta & United Kingdom,Ionian Is. & Malta & United Kingdom,RIC,Livorno,Livorno,RIC,367472.7358937885,Livorno,,26935.17435870704,,338|3349,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
Livorno->220,1834,220,France,GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,249723.40761814447,Livorno,,,,,,ignore_resolved,
Livorno->300,1834,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,108661.29287181918,Livorno,,,,,,ignore_resolved,
Livorno->Sardinia,1834,Sardinia,Sardinia,RIC,Livorno,Livorno,RIC,146198.8304093567,Livorno,,,,,,ignore_resolved,
Livorno->329,1834,329,Two Sicilies,GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,110834.51872925558,Livorno,,,,,,ignore_resolved,
Livorno->255,1834,255,Germany (Zollverein),GPH,Livorno,Livorno,RIC,34771.61371898214,Livorno,,34771.61371898214,,239|241|242|243|245|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
Livorno->Barbary Coast & Turkey (Ottoman Empire),1834,Barbary Coast & Turkey (Ottoman Empire),Barbary Coast & Turkey (Ottoman Empire),RIC,Livorno,Livorno,RIC,218112.84969179705,Livorno,,218112.84969179705,,600|616|640|6062|6064|6203,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
Livorno->365,1834,365,Russia (USSR),GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,47415.8368895211,Livorno,,,,,,ignore_resolved,
Livorno->327,1834,327,Papal States,GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,184131.4999209736,Livorno,,,,,,ignore_resolved,
Livorno->225,1834,225,Switzerland,GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,33586.21779674411,Livorno,,,,,,ignore_resolved,
Livorno->2,1834,2,United States of America,GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,122490.91196459618,Livorno,,,,,,ignore_resolved,
Livorno->651,1834,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,126442.2317053896,Livorno,,,,,,ignore_resolved,
Livorno->Ionian Is. & Malta,1834,Ionian Is. & Malta,Ionian Is. & Malta,RIC,Livorno,Livorno,RIC,27659.238185553975,Livorno,,27659.238185553975,,338|3349,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
Livorno->615,1834,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,35561.87766714083,Livorno,,,,,,ignore_resolved,
Livorno->235,1834,235,Portugal,GPH-AUTONOMOUS-CITED,Livorno,Livorno,RIC,26868.97423739529,Livorno,,,,,,ignore_resolved,
Livorno<-Ionian Is. & Malta & United Kingdom,1834,Livorno,Livorno,RIC,Ionian Is. & Malta & United Kingdom,Ionian Is. & Malta & United Kingdom,RIC,740477.3194246879,Livorno,,77699.61379062835,,338|3349,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
Livorno<-220,1834,Livorno,Livorno,RIC,220,France,GPH-AUTONOMOUS-CITED,274972.34076181444,Livorno,,,,,,ignore_resolved,
Livorno<-300,1834,Livorno,Livorno,RIC,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,204678.3625730994,Livorno,,,,,,ignore_resolved,
Livorno<-Sardinia,1834,Livorno,Livorno,RIC,Sardinia,Sardinia,RIC,177809.38833570413,Livorno,,,,,,ignore_resolved,
Livorno<-329,1834,Livorno,Livorno,RIC,329,Two Sicilies,GPH-AUTONOMOUS-CITED,150150.15015015015,Livorno,,,,,,ignore_resolved,
Livorno<-255,1834,Livorno,Livorno,RIC,255,Germany (Zollverein),GPH,142247.5106685633,Livorno,,142247.5106685633,,239|241|242|243|245|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
Livorno<-Barbary Coast & Turkey (Ottoman Empire),1834,Livorno,Livorno,RIC,Barbary Coast & Turkey (Ottoman Empire),Barbary Coast & Turkey (Ottoman Empire),RIC,131381.3813813814,Livorno,,131381.3813813814,,600|616|640|6062|6064|6203,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
Livorno<-365,1834,Livorno,Livorno,RIC,365,Russia (USSR),GPH-AUTONOMOUS-CITED,130393.55144618303,Livorno,,,,,,ignore_resolved,
Livorno<-327,1834,Livorno,Livorno,RIC,327,Papal States,GPH-AUTONOMOUS-CITED,122490.91196459618,Livorno,,,,,,ignore_resolved,
Livorno<-225,1834,Livorno,Livorno,RIC,225,Switzerland,GPH-AUTONOMOUS-CITED,114588.27248300932,Livorno,,,,,,ignore_resolved,
Livorno<-2,1834,Livorno,Livorno,RIC,2,United States of America,GPH-AUTONOMOUS-CITED,75075.07507507507,Livorno,,,,,,ignore_resolved,
Livorno<-651,1834,Livorno,Livorno,RIC,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,59269.79611190138,Livorno,,,,,,ignore_resolved,
Livorno<-Ionian Is. & Malta,1834,Livorno,Livorno,RIC,Ionian Is. & Malta,Ionian Is. & Malta,RIC,46230.44096728307,Livorno,,46230.44096728307,,338|3349,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
Livorno<-615,1834,Livorno,Livorno,RIC,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,32005.689900426743,Livorno,,,,,,ignore_resolved,
Livorno<-Norway & Sweden,1834,Livorno,Livorno,RIC,Norway & Sweden,Norway & Sweden,RIC,26473.842263315946,Livorno,,26473.842263315946,,380|385,,ignore_resolved,flow part-of reporter with an area which has been aggregated at the aggregated reporter level
Livorno<-21,1834,Livorno,Livorno,RIC,21,Newfoundland and Labrador (Newfoundland),GPH-AUTONOMOUS-CITED,17583.372846530743,Livorno,,,,,,ignore_resolved,
Livorno<-235,1834,Livorno,Livorno,RIC,235,Portugal,GPH-AUTONOMOUS-CITED,11063.69527422159,Livorno,,,,,,ignore_resolved,
211->220,1834,220,France,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,2395119.4088825667,211,,,,,,ok,
211->210,1834,210,Netherlands,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,649384.5029239766,211,,,,,,ok,
211->239,1834,239,Prussia,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,739566.1846056583,211,,,,,,ok,
211->Hanse Towns,1834,Hanse Towns,Hanse Towns,RIC,211,Belgium,GPH-AUTONOMOUS-CITED,299674.8458985301,211,,299674.8458985301,,246|248|276,,split_failed_no_ratio,
211->Hanover & Oldenburg,1834,Hanover & Oldenburg,Hanover & Oldenburg,RIC,211,Belgium,GPH-AUTONOMOUS-CITED,87510.74758969496,211,,87510.74758969496,,240|257,,split_failed_no_ratio,
211->305,1834,305,Austria,GPH,211,Belgium,GPH-AUTONOMOUS-CITED,2647.107633949739,211,,,,,,ignore_resolved,
211->390,1834,390,Denmark,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,8452.110004741584,211,,,,,,ok,
211->Lucca & Modena & Papal States & Parma & Tuscany,1834,Lucca & Modena & Papal States & Parma & Tuscany,Lucca & Modena & Papal States & Parma & Tuscany,RIC,211,Belgium,GPH-AUTONOMOUS-CITED,4246.285759443655,211,,4246.285759443655,,300|327|335|337,,split_failed_no_ratio,gravity results to be aggregated for partners: 300
211->365,1834,365,Russia (USSR),GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,9123.281175912754,211,,,,,,ok,
211->Norway & Sweden,1834,Norway & Sweden,Norway & Sweden,RIC,211,Belgium,GPH-AUTONOMOUS-CITED,10977.714556661926,211,,10977.714556661926,,380|385,,split_failed_no_ratio,
211->200,1834,200,United Kingdom,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,312587.60075865337,211,,,,,,ok,
211->230,1834,230,Spain,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,21238.18555397503,211,,,,,,ok,
211->235,1834,235,Portugal,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,8831.989884621464,211,,,,,,ok,
211->350,1834,350,Greece,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,13.039355144618302,211,,,,,,ok,
211->640,1834,640,Turkey (Ottoman Empire),GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,31227.99114904378,211,,,,,,ok,
211->651,1834,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,5303.975027659239,211,,,,,,ok,
211->615,1834,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,2000.9088035403825,211,,,,,,ok,
211->2,1834,2,United States of America,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,50112.533586217796,211,,,,,,ok,
211->Cuba & Puerto Rico,1834,Cuba & Puerto Rico,Cuba & Puerto Rico,RIC,211,Belgium,GPH-AUTONOMOUS-CITED,19811.838153943416,211,,19811.838153943416,,6|40,,split_failed_no_ratio,
211->41,1834,41,Haiti,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,71.32132132132132,211,,,,,,ok,
211->140,1834,140,Brazil,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,11087.284653074126,211,,,,,,ok,
211->160,1834,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,90.48522206416943,211,,,,,,ok,
211->70,1834,70,Mexico,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,14714.754227912123,211,,,,,,ok,
211<-220,1834,211,Belgium,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,1264165.718349929,211,,,,,,ok,
211<-210,1834,211,Belgium,GPH-AUTONOMOUS-CITED,210,Netherlands,GPH-AUTONOMOUS-CITED,819996.0091670618,211,,,,,,ok,
211<-239,1834,211,Belgium,GPH-AUTONOMOUS-CITED,239,Prussia,GPH-AUTONOMOUS-CITED,820037.2609451556,211,,,,,,ok,
211<-Hanse Towns,1834,211,Belgium,GPH-AUTONOMOUS-CITED,Hanse Towns,Hanse Towns,RIC,83421.88240872452,211,,83421.88240872452,,246|248|276,,split_failed_no_ratio,
211<-Hanover & Oldenburg,1834,211,Belgium,GPH-AUTONOMOUS-CITED,Hanover & Oldenburg,Hanover & Oldenburg,RIC,43009.206574996046,211,,43009.206574996046,,240|257,,split_failed_no_ratio,
211<-305,1834,211,Belgium,GPH-AUTONOMOUS-CITED,305,Austria,GPH,28212.976134028766,211,,,,,,ignore_resolved,
211<-324,1834,211,Belgium,GPH-AUTONOMOUS-CITED,324,Kingdom of Sardinia,GPH-AUTONOMOUS-CITED,2828.9868816184608,211,,,,,,ok,
211<-390,1834,211,Belgium,GPH-AUTONOMOUS-CITED,390,Denmark,GPH-AUTONOMOUS-CITED,15569.859333017228,211,,,,,,ok,
211<-Lucca & Modena & Papal States & Parma & Tuscany,1834,211,Belgium,GPH-AUTONOMOUS-CITED,Lucca & Modena & Papal States & Parma & Tuscany,Lucca & Modena & Papal States & Parma & Tuscany,RIC,29810.494705231547,211,,29810.494705231547,,300|327|335|337,,split_failed_no_ratio,gravity results to be aggregated for partners: 300
211<-329,1834,211,Belgium,GPH-AUTONOMOUS-CITED,329,Two Sicilies,GPH-AUTONOMOUS-CITED,38283.8628101786,211,,,,,,ok,
211<-365,1834,211,Belgium,GPH-AUTONOMOUS-CITED,365,Russia (USSR),GPH-AUTONOMOUS-CITED,163005.88746641378,211,,,,,,ok,
211<-Norway & Sweden,1834,211,Belgium,GPH-AUTONOMOUS-CITED,Norway & Sweden,Norway & Sweden,RIC,45545.51920341394,211,,45545.51920341394,,380|385,,split_failed_no_ratio,
211<-200,1834,211,Belgium,GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,2031394.0651177494,211,,,,,,ok,
211<-230,1834,211,Belgium,GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,69228.78141299194,211,,,,,,ok,
211<-235,1834,211,Belgium,GPH-AUTONOMOUS-CITED,235,Portugal,GPH-AUTONOMOUS-CITED,45900.42674253201,211,,,,,,ok,
211<-350,1834,211,Belgium,GPH-AUTONOMOUS-CITED,350,Greece,GPH-AUTONOMOUS-CITED,11719.21921921922,211,,,,,,ok,
211<-651,1834,211,Belgium,GPH-AUTONOMOUS-CITED,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,2814.287972182709,211,,,,,,ok,
211<-615,1834,211,Belgium,GPH-AUTONOMOUS-CITED,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1074.482377113956,211,,,,,,ok,
211<-Java & Sumatra,1834,211,Belgium,GPH-AUTONOMOUS-CITED,Java & Sumatra,Java & Sumatra,RIC,17949.581160107475,211,,,,,,ignore_resolved,
211<-840,1834,211,Belgium,GPH-AUTONOMOUS-CITED,840,Philippines,GPH-AUTONOMOUS-CITED,20769.71708550656,211,,,,,,ok,
211<-2,1834,211,Belgium,GPH-AUTONOMOUS-CITED,2,United States of America,GPH-AUTONOMOUS-CITED,737717.3225857436,211,,,,,,ok,
211<-Cuba & Puerto Rico,1834,211,Belgium,GPH-AUTONOMOUS-CITED,Cuba & Puerto Rico,Cuba & Puerto Rico,RIC,370639.63963963964,211,,370639.63963963964,,6|40,,split_failed_no_ratio,
211<-41,1834,211,Belgium,GPH-AUTONOMOUS-CITED,41,Haiti,GPH-AUTONOMOUS-CITED,162132.4482377114,211,,,,,,ok,
211<-140,1834,211,Belgium,GPH-AUTONOMOUS-CITED,140,Brazil,GPH-AUTONOMOUS-CITED,301796.94167852064,211,,,,,,ok,
211<-160,1834,211,Belgium,GPH-AUTONOMOUS-CITED,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,6265.212581002054,211,,,,,,ok,
211<-70,1834,211,Belgium,GPH-AUTONOMOUS-CITED,70,Mexico,GPH-AUTONOMOUS-CITED,60398.01643749012,211,,,,,,ok,
Syros->Turkey (Ottoman Empire) (other),1834,Turkey (Ottoman Empire) (other),Turkey (Ottoman Empire) (other),RIC,Syros,Syros,RIC,156737.0001580528,Syros,,,,,,ignore_resolved,
Syros->300,1834,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,Syros,Syros,RIC,11948.790896159317,Syros,,,,,,ignore_resolved,
Syros->Crete & Egypt Arab Republic (Egypt),1834,Crete & Egypt Arab Republic (Egypt),Crete & Egypt Arab Republic (Egypt),RIC,Syros,Syros,RIC,19590.643274853803,Syros,,,,,,ignore_resolved,
Syros->337,1834,337,Tuscany,GPH-AUTONOMOUS-CITED,Syros,Syros,RIC,1651.6516516516517,Syros,,,,,,ignore_resolved,
Syros->220,1834,220,France,GPH-AUTONOMOUS-CITED,Syros,Syros,RIC,201.51730678046468,Syros,,,,,,ignore_resolved,
Syros->365,1834,365,Russia (USSR),GPH-AUTONOMOUS-CITED,Syros,Syros,RIC,2370.791844476055,Syros,,,,,,ignore_resolved,
Syros<-200,1834,Syros,Syros,RIC,200,United Kingdom,GPH-AUTONOMOUS-CITED,162098.94104630945,Syros,,,,,,ignore_resolved,
Syros<-Turkey (Ottoman Empire) (other),1834,Syros,Syros,RIC,Turkey (Ottoman Empire) (other),Turkey (Ottoman Empire) (other),RIC,127552.55255255256,Syros,,,,,,ignore_resolved,
Syros<-300,1834,Syros,Syros,RIC,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,73229.80875612455,Syros,,,,,,ignore_resolved,
Syros<-Crete & Egypt Arab Republic (Egypt),1834,Syros,Syros,RIC,Crete & Egypt Arab Republic (Egypt),Crete & Egypt Arab Republic (Egypt),RIC,25509.720246562352,Syros,,,,,,ignore_resolved,
Syros<-337,1834,Syros,Syros,RIC,337,Tuscany,GPH-AUTONOMOUS-CITED,24648.332543069384,Syros,,,,,,ignore_resolved,
Syros<-220,1834,Syros,Syros,RIC,220,France,GPH-AUTONOMOUS-CITED,23976.6081871345,Syros,,,,,,ignore_resolved,
Syros<-365,1834,Syros,Syros,RIC,365,Russia (USSR),GPH-AUTONOMOUS-CITED,4314.84115694642,Syros,,,,,,ignore_resolved,
Syros<-329,1834,Syros,Syros,RIC,329,Two Sicilies,GPH-AUTONOMOUS-CITED,3951.319740793425,Syros,,,,,,ignore_resolved,
Java & Madura->Indonesia (Dutch East Indies) (other),1834,Indonesia (Dutch East Indies) (other),Indonesia (Dutch East Indies) (other),RIC,Java & Madura,Java & Madura,RIC,563068.72,Java & Madura,,,,,,ignore_resolved,
Java & Madura->210,1834,210,Netherlands,GPH-AUTONOMOUS-CITED,Java & Madura,Java & Madura,RIC,1535890.16,Java & Madura,,,,,,ignore_resolved,
Java & Madura->200,1834,200,United Kingdom,GPH-AUTONOMOUS-CITED,Java & Madura,Java & Madura,RIC,41670.88,Java & Madura,,,,,,ignore_resolved,
